,Food label,Subs A,Subs B,True label
712,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD","LAMB,NZ,IMP,TENDERLOIN,LN,RAW","GAME MEAT,ELK,GROUND,CKD,PAN-BROILED",Sub A
713,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW","VEAL,LOIN,LN&FAT,RAW",Sub B
714,"LAMB,NZ,IMP,FRZ,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CKD","GAME MEAT,CARIBOU,CKD,RSTD","GAME MEAT,BISON,GROUND,CKD,PAN-BROILED",Sub A
715,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,RAW","VEAL,AUSTRALIAN,SHANK,HIND,BONE-IN,LN & FAT","LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD",Sub A
716,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD,BRSD","VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,RAW","VEAL,LEG,TOP RND,CAP OFF,CUTLET,BNLESS,RAW",Sub B
717,"VEAL,BREAST,FAT,CKD","LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",Sub B
718,"VEAL,BREAST,PLATE HALF,BNLESS,LN&FAT,CKD,BRSD","GAME MEAT,OPOSSUM,CKD,RSTD","LAMB,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",Sub A
719,"LAMB,AUS,IMP,FRSH,FAT,RAW","VEAL,SIRLOIN,LN&FAT,CKD,RSTD","VEAL,SHANK,LN,RAW",Sub B
720,"LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,RAW","LAMB,DOM,RIB,LN,1/4""FAT,CHOIC,RAW","VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD",Sub B
721,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN&FAT,1/8""FAT,RAW","LAMB,AUS,IMP,FRSH,LEG,WHL (SHK&SIRL),LN,1/8""FAT,RAW","VEAL,SHLDR,BLADE,LN,CKD,RSTD",Sub A
722,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8""FAT,RAW","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN CHOPS,BNLESS,LN,1/8""FAT,RAW",Sub B
723,"LAMB,AUS,IMP,FRSH,RIB,LN,1/8""FAT,CKD,RSTD","VEAL,LEG (TOP RND),LN,CKD,BRSD","LAMB,NZ,IMP,LOIN SADDLE,LN,CKD,FAST RSTD",Sub A
724,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN&FAT,1/8""FAT,RAW","LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,RAW","GAME MEAT,CARIBOU,CKD,RSTD",Sub A
725,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD","GAME MEAT,CARIBOU,CKD,RSTD","VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD",Sub B
726,"GAME MEAT,DEER,GROUND,CKD,PAN-BROILED","LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW","LAMB,NZ,IMP,FORE-SHANK,LN,RAW",Sub B
727,"LAMB,AUSTRALIAN,GROUND,85% LN / 15% FAT,RAW","LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW","VEAL,BREAST,WHL,BNLESS,LN&FAT,CKD,BRSD",Sub A
728,"LAMB,NZ,IMP,SUBCUTANEOUS FAT,RAW","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",Sub A
729,"LAMB,NZ,IMP,BREAST,LN,CKD,BRSD","LAMB,NZ,IMP,LOIN,BNLESS,LN,CKD,FAST RSTD","LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/8""FAT,CHOIC,RAW",Sub A
730,"LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED","LAMB,NZ,IMP,SWEETBREAD,RAW","LAMB,NZ,IMP,LOIN SADDLE,LN,RAW",Sub A
731,"LAMB,NZ,IMP,NECK CHOPS,LN,RAW","LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW","LAMB,NZ,IMP,KIDNEY,CKD,SOAKED & FRIED",Sub A
732,"VEAL,GROUND,CKD,PAN-FRIED","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD","VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,NOT BREADED",Sub A
733,"VEAL,SEAM FAT ONLY,RAW","LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,RSTD","LAMB,NZ,IMP,TUNNEL-BONED LG,CHUMP OFF,SHANK OFF,LN & FAT,RAW",Sub B
734,"VEAL,LOIN,CHOP,LN & FAT,CKD,GRILLED","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW","GAME MEAT,DEER,CKD,RSTD",Sub B
735,"BISCUITS,PLN OR BTTRMLK,DRY MIX","GIRL SCOUTS,DO-SI-DOS COOKIES","BAGELS,EGG",Sub B
736,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT","CAKE,CARROT,DRY MIX,PUDDING-TYPE","KEEBLER,WAFFLE BOWLS",Sub B
737,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD","POPOVERS,DRY MIX,UNENR","GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",Sub B
738,"BREAD,CORNBREAD,DRY MIX,PREP W/ 2% MILK,80% MARGARINE,& EGGS","CRACKERS,RYE,WAFERS,SEASONED","KELLOGG'S,EGGO,WAFFLES,BTTRMLK",Sub A
739,"BREAD STUFFING,BREAD,DRY MIX","KASHI,TLC,PITA CRISPS,ZESTY SALSA","KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",Sub A
740,"CAKE MIX,ANGELFOOD,DRY","KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES","GIRL SCOUTS,DO-SI-DOS COOKIES",Sub B
741,"CAKE,BOSTON CRM PIE,COMMLY PREP","MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES","SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS",Sub B
742,"CAKE,CARROT,DRY MIX,PUDDING-TYPE","KASHI,TLC,OATMEAL DK CHOC COOKIES","KASHI,H2H WOVEN WHEAT CRACKER,RSTD GARLIC",Sub B
743,"CAKE,CHOC,DRY MIX,PUDDING-TYPE","KELLOGG'S,EGGO,PANCAKES,BLUEBERRY","CREAM PUFF SHELL,PREP FROM RECIPE",Sub A
744,"CAKE,CHOC,PREP FROM RECIPE WO/FRSTNG","MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK","MURRAY,SUGAR FREE,SHORTBREAD COOKIES",Sub B
745,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX","PAN DULCE,LA RICURA,SALPORA DE ARROZ,COOKIE-LIKE","BREAD,WHITE,COMMLY PREP,TSTD",Sub B
746,"CAKE MIX,PUDD,DRY,GERMAN CHOC","KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS","MUFFINS,CORN,DRY MIX,PREP",Sub B
747,"CAKE,GINGERBREAD,DRY MIX","PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR","KASHI,TLC,FIRE RSTD VEG CRACKERS",Sub B
748,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG","ROLLS,DINNER,RYE","MUFFINS,WHEAT BRAN,DRY MIX",Sub A
749,"CAKE,SPONGE,COMMLY PREP","MURRAY,SUGAR FREE,VANILLA SUGAR WAFER","MURRAY,SUGAR FREE,PNUT BUTTER COOKIES",Sub A
750,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,ENR","MURRAY,SUGAR FREE,FUDGE DIPPED GRAHAMS","SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS",Sub A
751,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG","BREAD,RED-CAL,WHITE","KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE",Sub A
752,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG","KEEBLER,TOWN HOUSE,FLATBREAD CRISPS,SEA SALT & OLIVE OIL CRA","SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR",Sub B
753,CHEESECAKE COMMLY PREP,"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)","PUFF PASTRY,FRZ,RTB,BKD",Sub A
754,"COOKIES,BROWNIES,COMMLY PREP","MUFFINS,CORN,COMMLY PREP","BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",Sub A
755,"COOKIES,BROWNIES,DRY MIX,REG","ROLLS,DINNER,EGG","PANCAKES,PLN,RED FAT",Sub A
756,"COOKIES,BUTTER,COMMLY PREP,ENR","ARCHWAY HOME STYLE COOKIES,PNUT BUTTER","COFFEECAKE,FRUIT",Sub B
757,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES","BREAD,PROT (INCL GLUTEN)",Sub B
758,"COOKIES,CHOC CHIP,COMMLY PREP,SOFT-TYPE","CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED","BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)",Sub B
759,"COOKIES,CHOC CHIP,REFR DOUGH,BKD","GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY","TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",Sub A
760,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE","KASHI,TLC,PITA CRISPS,SEA SALT","DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",Sub A
761,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG","PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR","KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS",Sub B
762,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING","BAGELS,CINNAMON-RAISIN","BREAD,POTATO",Sub B
763,"COOKIES,OATMEAL,REFR DOUGH,BKD","MURRAY,SUGAR FREE,SHORTBREAD COOKIES","MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",Sub A
764,"COOKIES,PNUT BUTTER SNDWCH,REG","MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY","PANCAKES,BTTRMLK,PREP FROM RECIPE",Sub B
765,"COOKIES,SUGAR,REFR DOUGH,BKD","BREAD,PROT (INCL GLUTEN)","PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR",Sub A
766,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG","CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG","BREAD CRUMBS,DRY,GRATED,SEASONED",Sub B
767,"COOKIES,VANILLA WAFERS,LOWER FAT","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT","KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,GARLIC HERB",Sub A
768,"CRACKERS,CHEESE,REGULAR","KEEBLER,WHEATABLES,NUT CRISP CRACKERS,TSTD PECAN","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT",Sub B
769,"CRACKERS,MILK","KASHI,TLC,COUNTRY CHEDDAR CRACKERS","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT",Sub B
770,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING","PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)","WAFFLES,WHL WHEAT,LOWFAT,FRZ,RTH",Sub B
771,"CRACKERS,STD SNACK-TYPE,REG","KELLOGG'S,POP-TARTS,FRSTD APPL STRUDEL TOASTER PASTRIES","TACO SHELLS,BKD,WO/ SALT",Sub B
772,"DANISH PASTRY,FRUIT,ENR","KELLOGG'S,SPL K,SAVORY HERB CRACKERS","BREAD,PUMPERNICKEL,TSTD",Sub B
773,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)","CRACKERS,MATZO,EGG","PIE,VANILLA CRM,PREP FROM RECIPE",Sub A
774,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD","MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES","KELLOGG'S,CORN FLAKES CRUMBS",Sub B
775,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED","CAKE,YELLOW,DRY MIX,LIGHT","KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE",Sub B
776,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED","KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY","TSTR PSTRS,FRT,TSTD (INCL APPL,BLUEBERRY,CHERRY,STRAWBERRY)",Sub B
777,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING","CRACKERS,MATZO,WHOLE-WHEAT","CAKE,ANGELFOOD,COMMLY PREP",Sub A
778,"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)","CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR","CRACKERS,MELBA TOAST,PLN",Sub B
779,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING","BREAD,PUMPERNICKEL","TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",Sub A
780,"PIE,APPL,COMMLY PREP,ENR FLR","BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)","CAKE,YEL,PREP FROM RECIPE WO/FRSTNG",Sub A
781,"PIE,CHERRY,COMMLY PREP","TORTILLAS,RTB OR -FRY,FLR,WO/ CA","CAKE,FRUITCAKE,COMMLY PREP",Sub A
782,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE","BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)","PIE,PUMPKIN,PREP FROM RECIPE",Sub A
783,"PIE,COCNT CREME,COMMLY PREP","KELLOGG'S,EGGO,WAFFLES,STRAWBERRY","BREAD STICKS,PLAIN",Sub B
784,"PIE,PECAN,PREP FROM RECIPE","ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT",Sub A
785,"PIE CRUST,STANDARD-TYPE,DRY MIX","BREAD,WHITE,COMMLY PREP,TSTD","PIE,DUTCH APPL,COMMLY PREP",Sub A
786,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD","HUSH PUPPIES,PREP FROM RECIPE","PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",Sub B
787,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/BUTTER","BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD","GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",Sub B
788,"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)","KELLOGG'S,EGGO,WAFFLES,BLUEBERRY","WAFFLES,BTTRMLK,FRZ,RTH",Sub B
789,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR","COOKIES,LADYFINGERS,W/LEMON JUC&RIND","KASHI,TLC,ORIGINAL 7-GRAIN CRACKERS",Sub B
790,"COOKIES,BUTTER,COMMLY PREP,UNENR","CROUTONS,SEASONED","CRACKERS,STD SNACK-TYPE,REG,LO SALT",Sub B
791,"CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)","CRACKERS,MELBA TOAST,PLN","PIE,EGG CUSTARD,COMMLY PREP",Sub A
792,"DANISH PASTRY,RASPBERRY,UNENR","KASHI,ORIGINAL WAFFLE","BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",Sub A
793,"PIE,FRIED PIES,LEMON","ROLLS,DINNER,WHOLE-WHEAT","CRACKERS,WHEAT,LOW SALT",Sub A
794,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR","ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL","CRACKERS,WHEAT,RED FAT",Sub A
795,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY","LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4","PIE,CHERRY,PREP FROM RECIPE",Sub B
796,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN","CRACKERS,MATZO,EGG","PIE,VANILLA CRM,PREP FROM RECIPE",Sub A
797,KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,"BREAD,ITALIAN","LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",Sub B
798,"ARCHWAY Home Style Cookies, Coconut Macaroon","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT","KEEBLER,SANDIES,CHOC CHIP & PECAN SHORTBREAD COOKIES",Sub A
799,"ARCHWAY Home Style Cookies, Iced Molasses","BREAD,ROLL,MEXICAN,BOLLILO","ARCHWAY Home Style Cookies, Molasses",Sub A
800,"ARCHWAY Home Style Cookies, Iced Oatmeal","BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE","TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",Sub B
801,"ARCHWAY Home Style Cookies, Molasses","BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)","AUSTIN,PB & J CRACKERS,SANDWICH-TYPE",Sub A
802,"ARCHWAY Home Style Cookies, Oatmeal","CROUTONS,SEASONED","KASHI,TLC,COUNTRY CHEDDAR CRACKERS",Sub B
803,"ARCHWAY Home Style Cookies, Strawberry Filled","PANCAKES,PLN,DRY MIX,COMPLETE,PREP","ARCHWAY Home Style Cookies, Oatmeal",Sub A
804,"KEEBLER,KEEBLER CHOC GRAHAM SELECTS","KELLOGG'S,CINNABON,PANCAKES,ORIGINAL","ROLLS,HAMBURGER OR HOTDOG,RED-CAL",Sub B
805,"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH","KASHI,TLC,PITA CRISPS,ZESTY SALSA","PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",Sub A
806,"NABISCO,NABISCO RITZ CRACKERS","KEEBLER,GRIPZ,CHOC CHIP GRAHAMS,BITE-SIZE","KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T",Sub A
807,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH","LEAVENING AGENTS,CRM OF TARTAR",KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,Sub B
808,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY","NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES","BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN",Sub A
809,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH","PIE,PUMPKIN,COMMLY PREP","BREAKFAST TART,LOFAT",Sub B
810,"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY","COOKIES,OATMEAL,REFR DOUGH","BREAD,PUMPERNICKEL,TSTD",Sub B
811,"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY","CHEESECAKE PREP FROM MIX,NO-BAKE TYPE","MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",Sub A
812,"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST","CRACKERS,WHEAT,REGULAR","CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",Sub A
813,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR","BREAD,PROT (INCL GLUTEN)","MURRAY,SUGAR FREE,OATMEAL COOKIES",Sub A
814,"PIE CRUST,REFR,REG,UNBAKED","PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST","BREAD STUFFING,CORNBREAD,DRY MIX,PREP",Sub B
815,"TOSTADA SHELLS,CORN","KASHI,TLC,TSTD ASIAGO CRACKERS","MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",Sub A
816,"CAKE,POUND,BIMBO BAKERIES USA,PANQUE CASERO,HOME BKD STYLE","MURRAY,SUGAR FREE,SHORTBREAD COOKIES","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT",Sub B
817,"CRACKERS,CRM,GAMESA SABROSAS","KELLOGG'S,EGGO,PANCAKES,CHOC CHIP","AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE",Sub A
818,"CRACKERS,CHS,RED FAT","COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE","BAGELS,CINNAMON-RAISIN,TSTD",Sub B
819,"CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)","SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS","BAGELS,EGG",Sub B
820,"AUSTIN,CHEDDAR CHS ON WHEAT CRACKERS,SANDWICH-TYPE","CAKE,CHERRY FUDGE W/CHOC FRSTNG","BREAD,WHEAT BRAN",Sub B
821,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE","BREAD,OATMEAL,TOASTED","KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY",Sub A
822,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT","USDA CMDTY,BAKERY,FLR MIX","STRUDEL,APPLE",Sub A
823,"BARBARA DEE,WNTR MINTS COOKIES","KEEBLER,WAFFLE BOWLS","BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD",Sub B
824,"KELLOGG'S,BEANATURAL,ORIGINAL 3-BEAN CHIPS","KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE","BREAD,RED-CAL,WHITE",Sub B
825,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY","KEEBLER,ZESTA,SALTINES,ORIGINAL","MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",Sub B
826,"SNACKS,CORN-BASED,EXTRUDED,CHIPS,PLN","Snacks, CLIF BAR, mixed flavors","Snacks, brown rice chips",Sub B
827,"FRUIT LEATHER,ROLLS","PIE FILLINGS,APPL,CND","SWEETENERS,TABLETOP,FRUCTOSE,LIQ",Sub A
828,"PORK SKINS,PLAIN","SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS","SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING",Sub A
829,"SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL","SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED","GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",Sub A
830,"CANDIES,CAROB,UNSWTND","PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK","ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN",Sub A
831,"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL","SYRUPS,DIETETIC","PUDDINGS,TAPIOCA,RTE,FAT FREE",Sub A
832,"CANDIES,CONFECTIONER'S COATING,YOGURT","SYRUPS,CORN,HIGH-FRUCTOSE","CANDIES,YORK PEPPERMINT PATTIE",Sub A
833,"CANDIES,SYMPHONY MILK CHOC BAR","CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR","FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",Sub B
834,"CANDIES,5TH AVENUE CANDY BAR","FROZEN YOGURTS,CHOC","CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS",Sub A
835,"CANDIES,NESTLE,OH HENRY! BAR","SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS","PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,INST,DRY MIX",Sub A
836,"BAKING CHOC,MEXICAN,SQUARES","DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE","PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK",Sub B
837,CHOCOLATE-FLAVORED HAZELNUT SPRD,"FROZEN NOVELTIES,ICE TYPE,LIME","CANDIES,FRUIT SNACKS,W/ HI VIT C",Sub A
838,"BAKING CHOC,MARS SNACKFOOD US,M&M'S MILK CHOC MINI BAK BITS","PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK","RENNIN,VANILLA,DRY MIX,PREP W/ WHL MILK",Sub B
839,"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS","ICE CREAMS,VANILLA","CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR",Sub A
840,"PUDDINGS,VANILLA,DRY MIX,REG","FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ WHL MILK","SUGARS,BROWN",Sub A
841,"CANDIES,HERSHEY'S,ALMOND JOY BITES",CHOCOLATE-FLAVORED HAZELNUT SPRD,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",Sub B
842,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC","FROZEN NOVELTIES,FRUIT & JUC BARS","ICE CREAMS,CHOC,RICH",Sub A
843,JELLIES,"FROZEN YOGURTS,VANILLA,SOFT-SERVE","RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK",Sub B
844,"CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR","FROZEN YOGURTS,VANILLA,SOFT-SERVE","ICE CREAMS,BREYERS,98% FAT FREE CHOC",Sub B
845,"MARMALADE,ORANGE","CANDIES,SPL DK CHOC BAR","PIE FILLINGS,CND,CHERRY",Sub B
846,"CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM","DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE","CANDIES,FRUIT SNACKS,W/ HI VIT C",Sub A
847,"CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS","RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK","PIE FILLINGS,CHERRY,LO CAL",Sub B
848,"PUDDINGS,BANANA,DRY MIX,INST","PUDDINGS,CHOC FLAVOR,LO CAL,REG,DRY MIX","FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS",Sub B
849,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK","GELATINS,DRY PDR,UNSWTND","PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ 2% MILK",Sub A
850,"TOPPINGS,NUTS IN SYRUP","DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE","PIE FILLINGS,BLUEBERRY,CND",Sub A
