,Food label,Subs A,Subs B
737,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD","POPOVERS,DRY MIX,UNENR","GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS"
738,"BREAD,CORNBREAD,DRY MIX,PREP W/ 2% MILK,80% MARGARINE,& EGGS","KELLOGG'S,EGGO,WAFFLES,BTTRMLK","CRACKERS,RYE,WAFERS,SEASONED"
739,"BREAD STUFFING,BREAD,DRY MIX","KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT","KASHI,TLC,PITA CRISPS,ZESTY SALSA"
740,"CAKE MIX,ANGELFOOD,DRY","KELLOGG'S,POP-TARTS,FRSTD WAFFLE CONE TOASTER PASTRIES","GIRL SCOUTS,DO-SI-DOS COOKIES"
741,"CAKE,BOSTON CRM PIE,COMMLY PREP","SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS","MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES"
742,"CAKE,CARROT,DRY MIX,PUDDING-TYPE","KASHI,TLC,OATMEAL DK CHOC COOKIES","KASHI,H2H WOVEN WHEAT CRACKER,RSTD GARLIC"
743,"CAKE,CHOC,DRY MIX,PUDDING-TYPE","CREAM PUFF SHELL,PREP FROM RECIPE","KELLOGG'S,EGGO,PANCAKES,BLUEBERRY"
744,"CAKE,CHOC,PREP FROM RECIPE WO/FRSTNG","MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK","MURRAY,SUGAR FREE,SHORTBREAD COOKIES"
745,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX","BREAD,WHITE,COMMLY PREP,TSTD","PAN DULCE,LA RICURA,SALPORA DE ARROZ,COOKIE-LIKE"
746,"CAKE MIX,PUDD,DRY,GERMAN CHOC","KEEBLER,TOWN HOUSE,BISTRO MULTIGRAIN CRACKERS","MUFFINS,CORN,DRY MIX,PREP"
747,"CAKE,GINGERBREAD,DRY MIX","PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR","KASHI,TLC,FIRE RSTD VEG CRACKERS"
748,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG","MUFFINS,WHEAT BRAN,DRY MIX","ROLLS,DINNER,RYE"
749,"CAKE,SPONGE,COMMLY PREP","MURRAY,SUGAR FREE,VANILLA SUGAR WAFER","MURRAY,SUGAR FREE,PNUT BUTTER COOKIES"
750,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,ENR","MURRAY,SUGAR FREE,FUDGE DIPPED GRAHAMS","SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS"
751,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG","BREAD,RED-CAL,WHITE","KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE"
752,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG","KEEBLER,TOWN HOUSE,FLATBREAD CRISPS,SEA SALT & OLIVE OIL CRA","SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR"
753,CHEESECAKE COMMLY PREP,"PUFF PASTRY,FRZ,RTB,BKD","BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)"
754,"COOKIES,BROWNIES,COMMLY PREP","BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT","MUFFINS,CORN,COMMLY PREP"
755,"COOKIES,BROWNIES,DRY MIX,REG","ROLLS,DINNER,EGG","PANCAKES,PLN,RED FAT"
756,"COOKIES,BUTTER,COMMLY PREP,ENR","COFFEECAKE,FRUIT","ARCHWAY HOME STYLE COOKIES,PNUT BUTTER"
757,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR","KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES","BREAD,PROT (INCL GLUTEN)"
758,"COOKIES,CHOC CHIP,COMMLY PREP,SOFT-TYPE","CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED","BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)"
759,"COOKIES,CHOC CHIP,REFR DOUGH,BKD","TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY","GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY"
760,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE","KASHI,TLC,PITA CRISPS,SEA SALT","DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)"
761,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG","PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR","KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS"
762,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING","BREAD,POTATO","BAGELS,CINNAMON-RAISIN"
763,"COOKIES,OATMEAL,REFR DOUGH,BKD","MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK","MURRAY,SUGAR FREE,SHORTBREAD COOKIES"
764,"COOKIES,PNUT BUTTER SNDWCH,REG","MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY","PANCAKES,BTTRMLK,PREP FROM RECIPE"
765,"COOKIES,SUGAR,REFR DOUGH,BKD","BREAD,PROT (INCL GLUTEN)","PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR"
766,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG","CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG","BREAD CRUMBS,DRY,GRATED,SEASONED"
767,"COOKIES,VANILLA WAFERS,LOWER FAT","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT","KEEBLER,TOWN HOUSE,FLIPSIDES,PRETZEL CRACKERS,GARLIC HERB"
768,"CRACKERS,CHEESE,REGULAR","KEEBLER,WHEATABLES,NUT CRISP CRACKERS,TSTD PECAN","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT"
769,"CRACKERS,MILK","KASHI,TLC,COUNTRY CHEDDAR CRACKERS","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,LOFAT"
770,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING","WAFFLES,WHL WHEAT,LOWFAT,FRZ,RTH","PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)"
771,"CRACKERS,STD SNACK-TYPE,REG","TACO SHELLS,BKD,WO/ SALT","KELLOGG'S,POP-TARTS,FRSTD APPL STRUDEL TOASTER PASTRIES"
772,"DANISH PASTRY,FRUIT,ENR","BREAD,PUMPERNICKEL,TSTD","KELLOGG'S,SPL K,SAVORY HERB CRACKERS"
773,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)","CRACKERS,MATZO,EGG","PIE,VANILLA CRM,PREP FROM RECIPE"
774,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD","MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES","KELLOGG'S,CORN FLAKES CRUMBS"
775,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED","KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE","CAKE,YELLOW,DRY MIX,LIGHT"
776,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED","KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY","TSTR PSTRS,FRT,TSTD (INCL APPL,BLUEBERRY,CHERRY,STRAWBERRY)"
777,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING","CAKE,ANGELFOOD,COMMLY PREP","CRACKERS,MATZO,WHOLE-WHEAT"
778,"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)","CRACKERS,MELBA TOAST,PLN","CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR"
779,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING","TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY","BREAD,PUMPERNICKEL"
780,"PIE,APPL,COMMLY PREP,ENR FLR","CAKE,YEL,PREP FROM RECIPE WO/FRSTNG","BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)"
781,"PIE,CHERRY,COMMLY PREP","TORTILLAS,RTB OR -FRY,FLR,WO/ CA","CAKE,FRUITCAKE,COMMLY PREP"
782,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE","PIE,PUMPKIN,PREP FROM RECIPE","BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)"
783,"PIE,COCNT CREME,COMMLY PREP","KELLOGG'S,EGGO,WAFFLES,STRAWBERRY","BREAD STICKS,PLAIN"
784,"PIE,PECAN,PREP FROM RECIPE","ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT"
785,"PIE CRUST,STANDARD-TYPE,DRY MIX","PIE,DUTCH APPL,COMMLY PREP","BREAD,WHITE,COMMLY PREP,TSTD"
786,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD","PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)","HUSH PUPPIES,PREP FROM RECIPE"
787,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/BUTTER","BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD","GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS"
788,"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)","WAFFLES,BTTRMLK,FRZ,RTH","KELLOGG'S,EGGO,WAFFLES,BLUEBERRY"
789,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR","COOKIES,LADYFINGERS,W/LEMON JUC&RIND","KASHI,TLC,ORIGINAL 7-GRAIN CRACKERS"
790,"COOKIES,BUTTER,COMMLY PREP,UNENR","CROUTONS,SEASONED","CRACKERS,STD SNACK-TYPE,REG,LO SALT"
791,"CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)","PIE,EGG CUSTARD,COMMLY PREP","CRACKERS,MELBA TOAST,PLN"
792,"DANISH PASTRY,RASPBERRY,UNENR","KASHI,ORIGINAL WAFFLE","BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK"
793,"PIE,FRIED PIES,LEMON","ROLLS,DINNER,WHOLE-WHEAT","CRACKERS,WHEAT,LOW SALT"
794,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR","CRACKERS,WHEAT,RED FAT","ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL"
795,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY","LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4","PIE,CHERRY,PREP FROM RECIPE"
796,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN","PIE,VANILLA CRM,PREP FROM RECIPE","CRACKERS,MATZO,EGG"
797,KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,"BREAD,ITALIAN","LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED"
798,"ARCHWAY Home Style Cookies, Coconut Macaroon","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT","KEEBLER,SANDIES,CHOC CHIP & PECAN SHORTBREAD COOKIES"
799,"ARCHWAY Home Style Cookies, Iced Molasses","BREAD,ROLL,MEXICAN,BOLLILO","ARCHWAY Home Style Cookies, Molasses"
800,"ARCHWAY Home Style Cookies, Iced Oatmeal","BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE","TORTILLAS,RTB OR -FRY,CORN,WO/ SALT"
801,"ARCHWAY Home Style Cookies, Molasses","AUSTIN,PB & J CRACKERS,SANDWICH-TYPE","BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)"
802,"ARCHWAY Home Style Cookies, Oatmeal","KASHI,TLC,COUNTRY CHEDDAR CRACKERS","CROUTONS,SEASONED"
803,"ARCHWAY Home Style Cookies, Strawberry Filled","ARCHWAY Home Style Cookies, Oatmeal","PANCAKES,PLN,DRY MIX,COMPLETE,PREP"
804,"KEEBLER,KEEBLER CHOC GRAHAM SELECTS","KELLOGG'S,CINNABON,PANCAKES,ORIGINAL","ROLLS,HAMBURGER OR HOTDOG,RED-CAL"
805,"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH","KASHI,TLC,PITA CRISPS,ZESTY SALSA","PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)"
806,"NABISCO,NABISCO RITZ CRACKERS","KEEBLER,GRIPZ,CHOC CHIP GRAHAMS,BITE-SIZE","KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T"
807,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,"LEAVENING AGENTS,CRM OF TARTAR"
808,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY","BREAD,POUND CAKE TYPE,PAN DE TORTA SALVADORAN","NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES"
809,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH","PIE,PUMPKIN,COMMLY PREP","BREAKFAST TART,LOFAT"
810,"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY","COOKIES,OATMEAL,REFR DOUGH","BREAD,PUMPERNICKEL,TSTD"
811,"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY","CHEESECAKE PREP FROM MIX,NO-BAKE TYPE","MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY"
812,"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST","CRACKERS,WHEAT,REGULAR","CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)"
813,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR","MURRAY,SUGAR FREE,OATMEAL COOKIES","BREAD,PROT (INCL GLUTEN)"
814,"PIE CRUST,REFR,REG,UNBAKED","BREAD STUFFING,CORNBREAD,DRY MIX,PREP","PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST"
815,"TOSTADA SHELLS,CORN","MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD","KASHI,TLC,TSTD ASIAGO CRACKERS"
816,"CAKE,POUND,BIMBO BAKERIES USA,PANQUE CASERO,HOME BKD STYLE","MURRAY,SUGAR FREE,SHORTBREAD COOKIES","KELLOGG'S,EGGO,NUTRI-GRAIN,WAFFLES,HONEY OAT"
817,"CRACKERS,CRM,GAMESA SABROSAS","AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE","KELLOGG'S,EGGO,PANCAKES,CHOC CHIP"
818,"CRACKERS,CHS,RED FAT","COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE","BAGELS,CINNAMON-RAISIN,TSTD"
819,"CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)","SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS","BAGELS,EGG"
820,"AUSTIN,CHEDDAR CHS ON WHEAT CRACKERS,SANDWICH-TYPE","CAKE,CHERRY FUDGE W/CHOC FRSTNG","BREAD,WHEAT BRAN"
821,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE","KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY","BREAD,OATMEAL,TOASTED"
822,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT","USDA CMDTY,BAKERY,FLR MIX","STRUDEL,APPLE"
823,"BARBARA DEE,WNTR MINTS COOKIES","KEEBLER,WAFFLE BOWLS","BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD"
824,"KELLOGG'S,BEANATURAL,ORIGINAL 3-BEAN CHIPS","BREAD,RED-CAL,WHITE","KELLOGG'S,EGGO PROT,WAFFLES,HOMESTYLE"
825,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY","MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK","KEEBLER,ZESTA,SALTINES,ORIGINAL"
826,"SNACKS,CORN-BASED,EXTRUDED,CHIPS,PLN","Snacks, CLIF BAR, mixed flavors","Snacks, brown rice chips"
827,"FRUIT LEATHER,ROLLS","SWEETENERS,TABLETOP,FRUCTOSE,LIQ","PIE FILLINGS,APPL,CND"
828,"PORK SKINS,PLAIN","SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS","SNACKS,GRANOLA BARS,SOFT,ALMOND,CONFECTIONERS COATING"
829,"SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL","SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED","GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER"
830,"CANDIES,CAROB,UNSWTND","ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN","PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK"
831,"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL","SYRUPS,DIETETIC","PUDDINGS,TAPIOCA,RTE,FAT FREE"
832,"CANDIES,CONFECTIONER'S COATING,YOGURT","SYRUPS,CORN,HIGH-FRUCTOSE","CANDIES,YORK PEPPERMINT PATTIE"
833,"CANDIES,SYMPHONY MILK CHOC BAR","FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE","CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR"
834,"CANDIES,5TH AVENUE CANDY BAR","FROZEN YOGURTS,CHOC","CANDIES,NESTLE,GOOBERS CHOC COVERED PNUTS"
835,"CANDIES,NESTLE,OH HENRY! BAR","PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,INST,DRY MIX","SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS"
836,"BAKING CHOC,MEXICAN,SQUARES","PUDDINGS,TAPIOCA,DRY MIX,PREP W/ 2% MILK","DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE"
837,CHOCOLATE-FLAVORED HAZELNUT SPRD,"FROZEN NOVELTIES,ICE TYPE,LIME","CANDIES,FRUIT SNACKS,W/ HI VIT C"
838,"BAKING CHOC,MARS SNACKFOOD US,M&M'S MILK CHOC MINI BAK BITS","RENNIN,VANILLA,DRY MIX,PREP W/ WHL MILK","PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK"
839,"CANDIES,NESTLE,RAISINETS CHOC COVERED RAISINS","ICE CREAMS,VANILLA","CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR"
840,"PUDDINGS,VANILLA,DRY MIX,REG","FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ WHL MILK","SUGARS,BROWN"
841,"CANDIES,HERSHEY'S,ALMOND JOY BITES",CHOCOLATE-FLAVORED HAZELNUT SPRD,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED"
842,"CANDIES,MARS SNACKFOOD US,DOVE DK CHOC","ICE CREAMS,CHOC,RICH","FROZEN NOVELTIES,FRUIT & JUC BARS"
843,JELLIES,"FROZEN YOGURTS,VANILLA,SOFT-SERVE","RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK"
844,"CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR","FROZEN YOGURTS,VANILLA,SOFT-SERVE","ICE CREAMS,BREYERS,98% FAT FREE CHOC"
845,"MARMALADE,ORANGE","CANDIES,SPL DK CHOC BAR","PIE FILLINGS,CND,CHERRY"
846,"CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM","CANDIES,FRUIT SNACKS,W/ HI VIT C","DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE"
847,"CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS","PIE FILLINGS,CHERRY,LO CAL","RENNIN,CHOC,DRY MIX,PREP W/ WHL MILK"
848,"PUDDINGS,BANANA,DRY MIX,INST","PUDDINGS,CHOC FLAVOR,LO CAL,REG,DRY MIX","FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS"
849,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK","PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ 2% MILK","GELATINS,DRY PDR,UNSWTND"
850,"TOPPINGS,NUTS IN SYRUP","DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE","PIE FILLINGS,BLUEBERRY,CND"
851,"CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND","BAKING CHOC,UNSWTND,LIQ","ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY"
852,"AMARANTH GRAIN,UNCKD","WHEAT,HARD RED SPRING","WHEAT,HARD RED WINTER"
853,ARROWROOT FLOUR,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","WHEAT,SOFT WHITE"
854,"BARLEY,PEARLED,COOKED",BUCKWHEAT,"CORN FLR,WHOLE-GRAIN,WHITE"
855,"BUCKWHEAT GROATS,RSTD,CKD","BUCKWHEAT GROATS,RSTD,DRY","BULGUR,COOKED"
856,"CORN FLR,WHOLE-GRAIN,YEL","CORNMEAL,WHOLE-GRAIN,YEL","CORN FLR,MASA,ENR,YEL"
857,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL","CORN FLR,MASA,ENR,YEL","SEMOLINA,ENRICHED"
858,CORNSTARCH,"RICE FLOUR,BROWN","RICE FLOUR,WHITE"
859,"COUSCOUS,COOKED","SPAGHETTI,DRY,UNENRICHED","SPAGHETTI,SPINACH,DRY"
860,"MILLET,COOKED","CORN FLR,MASA,ENR,YEL","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED"
861,"RICE,BROWN,MEDIUM-GRAIN,RAW","SPELT,UNCKD",BUCKWHEAT
862,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR","CORN FLR,MASA,ENR,YEL","RICE,WHITE,SHORT-GRAIN,RAW"
863,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR","RICE,WHITE,SHORT-GRAIN,RAW","CORN FLR,MASA,ENR,YEL"
864,"RICE,WHITE,SHORT-GRAIN,RAW","CORN FLR,MASA,ENR,YEL","CORNMEAL,DEGERMED,ENR,YEL"
865,"RICE,WHITE,GLUTINOUS,RAW","NOODLES,EGG,SPINACH,DRY,ENR","SPAGHETTI,SPINACH,DRY"
866,"SEMOLINA,ENRICHED","WHEAT,SOFT RED WINTER","CORN FLR,MASA,ENR,YEL"
867,"TAPIOCA,PEARL,DRY","RICE FLOUR,BROWN","RICE FLOUR,WHITE"
868,TRITICALE,"AMARANTH GRAIN,UNCKD","WHEAT,SOFT WHITE"
869,"WHEAT,DURUM",SORGHUM GRAIN,RYE GRAIN
870,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED","WHEAT,SOFT WHITE","SEMOLINA,ENRICHED"
871,"WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR","NOODLES,JAPANESE,SOBA,CKD",BARLEY FLOUR OR MEAL
872,"WHEAT FLR,WHITE,BREAD,ENR",SORGHUM GRAIN,"BARLEY,HULLED"
873,"WHEAT FLR,WHITE,TORTILLA MIX,ENR","CORN FLR,MASA,ENR,YEL","WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED"
874,"WHEAT,SPROUTED","SPELT,UNCKD","WHEAT,HARD WHITE"
875,"PASTA,CORN,DRY","WHEAT,SOFT RED WINTER",BUCKWHEAT
876,"NOODLES,EGG,DRY,ENRICHED","CORN GRAIN,YEL",RYE GRAIN
877,"NOODLES,JAPANESE,SOBA,DRY","PASTA,CORN,DRY",BUCKWHEAT
878,"NOODLES,JAPANESE,SOMEN,DRY","SPAGHETTI,SPINACH,DRY","NOODLES,EGG,SPINACH,DRY,ENR"
879,"SPAGHETTI,WHOLE-WHEAT,DRY","SPAGHETTI,DRY,UNENRICHED","SPAGHETTI,SPINACH,DRY"
880,"OAT FLR,PART DEBRANNED",BUCKWHEAT,"CORN FLR,WHOLE-GRAIN,WHITE"
881,"CORN GRAIN,WHITE",BUCKWHEAT,"WHEAT,SOFT RED WINTER"
882,"CORN FLR,WHOLE-GRAIN,WHITE",BUCKWHEAT,"WHEAT,HARD RED SPRING"
883,"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE","RYE FLOUR,LIGHT","RYE FLOUR,MEDIUM"
884,"SPAGHETTI,DRY,UNENRICHED","SPAGHETTI,SPINACH,DRY","NOODLES,EGG,SPINACH,DRY,ENR"
885,"FAST FOODS,BISCUIT,W/HAM","KASHI PIZZA,MEDITERRANEAN","MCDONALD'S,SAUSAGE BISCUIT W/ EGG"
886,"FAST FOODS,POTATOES,HASH BROWNS,RND PIECES OR PATTY","FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON","BURGER KING,WHOPPER,W/ CHS"
887,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG","FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG","KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD"
888,"FAST FOODS,HOTDOG,PLAIN","DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD","FAST FOODS,CHICK FILLET SNDWCH,PLN"
889,"FAST FOODS,ONION RINGS,BREADED&FRIED","FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)","FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST"
890,"FAST FD,BISCUIT","FAST FOODS,HOTDOG,PLAIN","DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD"
891,"BURGER KING,FRENCH FR","MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)","KASHI PIZZA,MARGHERITA"
892,"BURGER KING,DOUBLE WHOPPER,W/ CHS","LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES","KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD"
893,"TACO BELL,BEAN BURRITO","FAST FOODS,TACO W/ BF,CHS & LETTUCE,HARD SHELL","WENDY'S,FRENCH FR"
894,"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST","FAST FOODS,FRIED CHICK,DRMSTK,MEAT ONLY,SKN & BRDING REMOVED","KFC,CRISPY CHICK STRIPS"
895,"PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST","FST FOODS, POTATO, FRNCH FRIED IN VEG OIL","MCDONALD'S,HOTCAKES (PLAIN)"
896,"MCDONALD'S,BIG BRKFST","DIGIORNO PIZZA,CHS TOPPING,RISING CRUST,FRZ,BKD","POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING"
897,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE","KASHI PIZZA,MARGHERITA","MCDONALD'S,MCFLURRY W/ M&M'S CANDIES"
