,u,v,Food id,Substitution id,Scores,Scores (Sigmoid),Food label,Substitution label,Food Nutri-Value,Substitution Nutri-Value
5329,4898,5298,http://idea.rpi.edu/heals/kb/usda#16059,http://idea.rpi.edu/heals/kb/usda#17094,0.81844574,0.6939063,"CHILI WITH BEANS,CANNED","VEAL,LEG (TOP RND),LN&FAT,RAW",1,-3
538,4907,2952,http://idea.rpi.edu/heals/kb/usda#16069,http://idea.rpi.edu/heals/kb/usda#11037,1.2961444,0.7851854,"LENTILS,RAW","LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP",-6,-7
538,4907,2952,http://idea.rpi.edu/heals/kb/usda#16069,http://idea.rpi.edu/heals/kb/usda#11037,1.2961444,0.7851854,"LENTILS,RAW","LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP",-6,-7
7185,4929,2574,http://idea.rpi.edu/heals/kb/usda#16091,http://idea.rpi.edu/heals/kb/usda#10040,0.09051344,0.5226129,"PEANUTS,SPANISH,RAW","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,RAW",4,-3
1376,4929,8402,http://idea.rpi.edu/heals/kb/usda#16091,http://idea.rpi.edu/heals/kb/usda#35039,0.20673671,0.55150086,"PEANUTS,SPANISH,RAW","FISH,HERRING EGGS ON GIANT KELP,PACIFIC (ALASKA NATIVE)",4,-5
5356,4949,7197,http://idea.rpi.edu/heals/kb/usda#16112,http://idea.rpi.edu/heals/kb/usda#22995,1.8507502,0.86421514,MISO,"KASHI,SWT & SOUR CHICK,FRZ ENTREE",4,-2
5356,4949,7197,http://idea.rpi.edu/heals/kb/usda#16112,http://idea.rpi.edu/heals/kb/usda#22995,1.8507502,0.86421514,MISO,"KASHI,SWT & SOUR CHICK,FRZ ENTREE",4,-2
7710,4954,6771,http://idea.rpi.edu/heals/kb/usda#16117,http://idea.rpi.edu/heals/kb/usda#21054,2.00115,0.8809177,"SOY FLOUR,DEFATTED","FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK",-2,-3
7710,4954,6771,http://idea.rpi.edu/heals/kb/usda#16117,http://idea.rpi.edu/heals/kb/usda#21054,2.00115,0.8809177,"SOY FLOUR,DEFATTED","FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK",-2,-3
8650,4961,8860,http://idea.rpi.edu/heals/kb/usda#16124,http://idea.rpi.edu/heals/kb/usda#43393,0.8793366,0.70668477,SOY SAU MADE FROM SOY (TAMARI),"CEREALS RTE,POST,SHREDDED WHEAT N' BRAN,SPOON-SIZE",5,-6
8650,4961,8860,http://idea.rpi.edu/heals/kb/usda#16124,http://idea.rpi.edu/heals/kb/usda#43393,0.8793366,0.70668477,SOY SAU MADE FROM SOY (TAMARI),"CEREALS RTE,POST,SHREDDED WHEAT N' BRAN,SPOON-SIZE",5,-6
2779,4965,3479,http://idea.rpi.edu/heals/kb/usda#16128,http://idea.rpi.edu/heals/kb/usda#11739,-0.978312,0.27322686,"TOFU,DRIED-FROZEN (KOYADOFU)","BROCCOLI,LEAVES,RAW",-1,-1
8711,4965,6671,http://idea.rpi.edu/heals/kb/usda#16128,http://idea.rpi.edu/heals/kb/usda#20142,2.1919258,0.89952207,"TOFU,DRIED-FROZEN (KOYADOFU)","TEFF,UNCKD",-1,-6
8655,4974,6545,http://idea.rpi.edu/heals/kb/usda#16138,http://idea.rpi.edu/heals/kb/usda#20001,-1.3891894,0.1995372,"FALAFEL,HOME-PREPARED","AMARANTH GRAIN,UNCKD",4,-5
8655,4974,6545,http://idea.rpi.edu/heals/kb/usda#16138,http://idea.rpi.edu/heals/kb/usda#20001,-1.3891894,0.1995372,"FALAFEL,HOME-PREPARED","AMARANTH GRAIN,UNCKD",4,-5
6740,4994,5673,http://idea.rpi.edu/heals/kb/usda#16167,http://idea.rpi.edu/heals/kb/usda#18039,2.6973457,0.93686986,"USDA CMDTY,PNUT BUTTER,SMOOTH","BREAD,OATMEAL",12,-1
6740,4994,5673,http://idea.rpi.edu/heals/kb/usda#16167,http://idea.rpi.edu/heals/kb/usda#18039,2.6973457,0.93686986,"USDA CMDTY,PNUT BUTTER,SMOOTH","BREAD,OATMEAL",12,-1
5336,4996,3651,http://idea.rpi.edu/heals/kb/usda#16171,http://idea.rpi.edu/heals/kb/usda#11911,0.97061574,0.7252422,"REFRIED BNS,CND,VEGETARIAN","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",-2,-3
5336,4996,3651,http://idea.rpi.edu/heals/kb/usda#16171,http://idea.rpi.edu/heals/kb/usda#11911,0.97061574,0.7252422,"REFRIED BNS,CND,VEGETARIAN","CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",-2,-3
8765,5215,4852,http://idea.rpi.edu/heals/kb/usda#17011,http://idea.rpi.edu/heals/kb/usda#16011,0.5882231,0.6429573,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,RAW","BEANS,BKD,CND,W/PORK&TOMATO SAU",4,-1
6667,5215,2963,http://idea.rpi.edu/heals/kb/usda#17011,http://idea.rpi.edu/heals/kb/usda#11049,0.79902345,0.6897656,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,RAW","BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",4,-8
5650,5239,1389,http://idea.rpi.edu/heals/kb/usda#17035,http://idea.rpi.edu/heals/kb/usda#06349,1.018707,0.7347207,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,RAW","CAMPBELL'S RED & WHITE,SCOOBY-DOO SOUP,COND",7,5
5653,5239,3727,http://idea.rpi.edu/heals/kb/usda#17035,http://idea.rpi.edu/heals/kb/usda#11992,1.018707,0.7347207,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,RAW","MUSHROOMS,WHITE,MICROWAVED",7,-4
2822,5428,6877,http://idea.rpi.edu/heals/kb/usda#17224,http://idea.rpi.edu/heals/kb/usda#21240,0.98930156,0.72894996,"LAMB,GROUND,RAW","WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",8,6
2823,5428,2569,http://idea.rpi.edu/heals/kb/usda#17224,http://idea.rpi.edu/heals/kb/usda#10036,0.98930156,0.72894996,"LAMB,GROUND,RAW","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",8,-1
5661,5533,2493,http://idea.rpi.edu/heals/kb/usda#17330,http://idea.rpi.edu/heals/kb/usda#09436,-0.37574992,0.40715238,"GAME MEAT BISON,GROUND,RAW","MANGO NECTAR,CND",3,2
5661,5533,2493,http://idea.rpi.edu/heals/kb/usda#17330,http://idea.rpi.edu/heals/kb/usda#09436,-0.37574992,0.40715238,"GAME MEAT BISON,GROUND,RAW","MANGO NECTAR,CND",3,2
9016,5546,3596,http://idea.rpi.edu/heals/kb/usda#17343,http://idea.rpi.edu/heals/kb/usda#11855,2.371936,0.9146621,"GAME MEAT,DEER,GROUND,RAW","SPINACH,CND,NO SALT,SOL&LIQUIDS",-1,-3
9019,5546,1899,http://idea.rpi.edu/heals/kb/usda#17343,http://idea.rpi.edu/heals/kb/usda#08120,2.371936,0.9146621,"GAME MEAT,DEER,GROUND,RAW","CEREALS,OATS,REG & QUICK,NOT FORT,DRY",-1,-5
4693,6548,3821,http://idea.rpi.edu/heals/kb/usda#20004,http://idea.rpi.edu/heals/kb/usda#12158,0.94124657,0.71935135,"BARLEY,HULLED","BREADFRUIT SEEDS,ROASTED",-6,-6
8297,6548,4870,http://idea.rpi.edu/heals/kb/usda#20004,http://idea.rpi.edu/heals/kb/usda#16031,1.2172768,0.7715839,"BARLEY,HULLED","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT",-6,-9
8169,6555,5061,http://idea.rpi.edu/heals/kb/usda#20012,http://idea.rpi.edu/heals/kb/usda#16316,1.5899149,0.8306041,"BULGUR,DRY","BEANS,BLACK,MATURE SEEDS,CND,LO NA",-6,-6
8157,6555,4907,http://idea.rpi.edu/heals/kb/usda#20012,http://idea.rpi.edu/heals/kb/usda#16069,9.017983,0.99987876,"BULGUR,DRY","LENTILS,RAW",-6,-6
2868,6557,2956,http://idea.rpi.edu/heals/kb/usda#20014,http://idea.rpi.edu/heals/kb/usda#11040,1.3733937,0.7979279,"CORN GRAIN,YEL","LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT",-6,-8
2868,6557,2956,http://idea.rpi.edu/heals/kb/usda#20014,http://idea.rpi.edu/heals/kb/usda#11040,1.3733937,0.7979279,"CORN GRAIN,YEL","LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT",-6,-8
2871,6568,8417,http://idea.rpi.edu/heals/kb/usda#20027,http://idea.rpi.edu/heals/kb/usda#35056,2.0291061,0.88381934,CORNSTARCH,"SEAL,BEARDED (OOGRUK),MEAT,RAW (ALASKA NATIVE)",4,-4
9072,6568,8455,http://idea.rpi.edu/heals/kb/usda#20027,http://idea.rpi.edu/heals/kb/usda#35135,2.2080758,0.90097237,CORNSTARCH,"CORN,WHITE,STMD (NAVAJO)",4,-5
8300,6571,4293,http://idea.rpi.edu/heals/kb/usda#20030,http://idea.rpi.edu/heals/kb/usda#14026,0.63145447,0.6528192,"HOMINY,CANNED,WHITE","BEVERAGES,ENERGY DRK,SUGAR-FREE W/ GUARANA",1,0
8301,6571,7553,http://idea.rpi.edu/heals/kb/usda#20030,http://idea.rpi.edu/heals/kb/usda#23384,0.63145447,0.6528192,"HOMINY,CANNED,WHITE","BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",1,-2
4674,6577,5094,http://idea.rpi.edu/heals/kb/usda#20036,http://idea.rpi.edu/heals/kb/usda#16381,1.555486,0.8257047,"RICE,BROWN,LONG-GRAIN,RAW","MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",-3,-6
4671,6577,4879,http://idea.rpi.edu/heals/kb/usda#20036,http://idea.rpi.edu/heals/kb/usda#16040,15.112946,0.99999976,"RICE,BROWN,LONG-GRAIN,RAW","BEANS,PINK,MATURE SEEDS,RAW",-3,-6
3170,6579,6622,http://idea.rpi.edu/heals/kb/usda#20038,http://idea.rpi.edu/heals/kb/usda#20088,8.2976675,0.9997509,OATS,"WILD RICE,RAW",-5,-6
3170,6579,6622,http://idea.rpi.edu/heals/kb/usda#20038,http://idea.rpi.edu/heals/kb/usda#20088,8.2976675,0.9997509,OATS,"WILD RICE,RAW",-5,-6
4426,6597,4747,http://idea.rpi.edu/heals/kb/usda#20061,http://idea.rpi.edu/heals/kb/usda#15171,1.3725042,0.79778445,"RICE FLOUR,WHITE","OYSTER,PACIFIC,RAW",-1,-3
3794,6597,3077,http://idea.rpi.edu/heals/kb/usda#20061,http://idea.rpi.edu/heals/kb/usda#11211,6.063699,0.99767965,"RICE FLOUR,WHITE","EDAMAME,FRZ,UNPREP",-1,-9
4000,6603,4888,http://idea.rpi.edu/heals/kb/usda#20067,http://idea.rpi.edu/heals/kb/usda#16049,0.08526496,0.52130336,SORGHUM GRAIN,"BEANS,WHITE,MATURE SEEDS,RAW",-6,-6
3815,6603,4976,http://idea.rpi.edu/heals/kb/usda#20067,http://idea.rpi.edu/heals/kb/usda#16144,0.5329859,0.6301793,SORGHUM GRAIN,"LENTILS,PINK OR RED,RAW",-6,-6
2879,6604,3713,http://idea.rpi.edu/heals/kb/usda#20068,http://idea.rpi.edu/heals/kb/usda#11979,-2.3028102,0.09089049,"TAPIOCA,PEARL,DRY","PEPPERS,JALAPENO,RAW",4,-2
2879,6604,3713,http://idea.rpi.edu/heals/kb/usda#20068,http://idea.rpi.edu/heals/kb/usda#11979,-2.3028102,0.09089049,"TAPIOCA,PEARL,DRY","PEPPERS,JALAPENO,RAW",4,-2
3853,6612,3079,http://idea.rpi.edu/heals/kb/usda#20076,http://idea.rpi.edu/heals/kb/usda#11213,2.6159074,0.9318784,"WHEAT,DURUM","ENDIVE,RAW",-1,-3
3826,6612,445,http://idea.rpi.edu/heals/kb/usda#20076,http://idea.rpi.edu/heals/kb/usda#03211,2.8572495,0.94569224,"WHEAT,DURUM","BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",-1,-5
4423,6615,4864,http://idea.rpi.edu/heals/kb/usda#20080,http://idea.rpi.edu/heals/kb/usda#16025,1.4996027,0.81751525,"WHEAT FLOUR,WHOLE-GRAIN","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",-6,-9
4423,6615,4864,http://idea.rpi.edu/heals/kb/usda#20080,http://idea.rpi.edu/heals/kb/usda#16025,1.4996027,0.81751525,"WHEAT FLOUR,WHOLE-GRAIN","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",-6,-9
3747,6618,7531,http://idea.rpi.edu/heals/kb/usda#20083,http://idea.rpi.edu/heals/kb/usda#23362,0.9561199,0.7223443,"WHEAT FLR,WHITE,BREAD,ENR","BEEF,RND,EYE OF RND RST,BNLESS,LN,0"" FAT,SEL,RAW",-3,-3
3990,6618,4919,http://idea.rpi.edu/heals/kb/usda#20083,http://idea.rpi.edu/heals/kb/usda#16081,0.9561199,0.7223443,"WHEAT FLR,WHITE,BREAD,ENR","MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",-3,-8
8388,6619,3392,http://idea.rpi.edu/heals/kb/usda#20084,http://idea.rpi.edu/heals/kb/usda#11615,-1.1823891,0.23462291,"WHEAT FLR,WHITE,CAKE,ENR","CHIVES,FREEZE-DRIED",-2,-7
8388,6619,3392,http://idea.rpi.edu/heals/kb/usda#20084,http://idea.rpi.edu/heals/kb/usda#11615,-1.1823891,0.23462291,"WHEAT FLR,WHITE,CAKE,ENR","CHIVES,FREEZE-DRIED",-2,-7
4106,6622,264,http://idea.rpi.edu/heals/kb/usda#20088,http://idea.rpi.edu/heals/kb/usda#02027,-0.14465582,0.46389896,"WILD RICE,RAW","SPICES,OREGANO,DRIED",-6,-6
4106,6622,264,http://idea.rpi.edu/heals/kb/usda#20088,http://idea.rpi.edu/heals/kb/usda#02027,-0.14465582,0.46389896,"WILD RICE,RAW","SPICES,OREGANO,DRIED",-6,-6
7726,6624,5373,http://idea.rpi.edu/heals/kb/usda#20090,http://idea.rpi.edu/heals/kb/usda#17169,3.1429734,0.958631,"RICE FLOUR,BROWN","GAME MEAT,GOAT,CKD,RSTD",-4,-4
8126,6624,4859,http://idea.rpi.edu/heals/kb/usda#20090,http://idea.rpi.edu/heals/kb/usda#16020,3.1429734,0.958631,"RICE FLOUR,BROWN","BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",-4,-9
4909,6641,8412,http://idea.rpi.edu/heals/kb/usda#20109,http://idea.rpi.edu/heals/kb/usda#35051,0.6940226,0.6668612,"NOODLES,EGG,DRY,ENRICHED","MOOSE,LIVER,BRSD (ALASKA NATIVE)",-3,-4
4909,6641,8412,http://idea.rpi.edu/heals/kb/usda#20109,http://idea.rpi.edu/heals/kb/usda#35051,0.6940226,0.6668612,"NOODLES,EGG,DRY,ENRICHED","MOOSE,LIVER,BRSD (ALASKA NATIVE)",-3,-4
